CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
13287,1000012,Software Maintenance Estimate,null,07/29/2017,PetStore,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,20.0
13287,1000121,Software Maintenance Estimate,null,07/29/2017,PetStore,complete,What is the percentage of change to the base code for this application over the last 12 months?,30.0
13287,1000032,Software Maintenance Estimate,null,07/29/2017,PetStore,complete,What is the CMMI level of the organization?,Level 3
13287,1000016,Software Maintenance Estimate,null,07/29/2017,PetStore,complete,What is the annual staff turnover within the development team for this application?,5%
13287,1000427,Application Properties,null,07/29/2017,PetStore,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
13287,1000004,Application Properties,null,07/29/2017,PetStore,complete,What is the application type?,Quality Assurance
13287,1000002,Application Properties,null,07/29/2017,PetStore,complete,Application Owner's name,JFR
13287,1000033,Application Properties,null,07/29/2017,PetStore,complete,In what year was this application first put into production?,2012
13287,10000808,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,No dependency
13287,10000809,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Technical Enablers] What is the database provider for this application?,Standard but not supported as a service in the Cloud (IaaS)
13287,10000810,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,None
13287,10000811,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
13287,10000800,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
13287,10000801,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Technical Enablers] What is the current deployment platform for this application?,Desktop application
13287,10000802,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Enterprise AD
13287,10000803,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
13287,10000901,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Business Drivers] Does this application correspond to a specific workload?,IoT - Internet of Things
13287,10000805,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Business Drivers] How is data consumed from this application?,Machine Learning
13287,10000806,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,No automation
13287,10000807,Cloud Readiness Assessment,null,07/29/2017,PetStore,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, multi-tenant front with a dedicated schema (with common database)"
13301,1000011,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,6.0
13301,1000009,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Is this application aligned with the company's future technology direction?,Yes
13301,1000022,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,High
13301,1000006,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,The number of major releases delivered over the last 12 months for this application?,More than 12
13301,1000021,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
13301,1000020,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
13301,1000019,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
13301,1000018,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,What is the approximate number of end users for this application?,501 to 2500
13301,1000017,Business Impact,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Does the application serve internal or external users?,External users
13301,1000427,Application Properties,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
13301,1000004,Application Properties,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,What is the application type?,Supply chain management system
13301,1000002,Application Properties,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,Application Owner's name,Andy Cheong
13301,1000033,Application Properties,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,In what year was this application first put into production?,2015
13301,10000808,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
13301,10000809,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Technical Enablers] What is the database provider for this application?,Standard but not supported as a service in the Cloud (IaaS)
13301,10000810,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Advanced skills & experience
13301,10000811,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with continuity of service
13301,10000800,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
13301,10000801,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Technical Enablers] What is the current deployment platform for this application?,Web application
13301,10000802,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Anonymous (no authentication)
13301,10000803,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API exposed on other network protocol
13301,10000805,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Business Drivers] How is data consumed from this application?,Machine Learning
13301,10000806,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
13301,10000807,Cloud Readiness Assessment,PowerShell Survey_Powershell,08/05/2017,BatchR,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, multi-tenant front with a dedicated schema (with common database)"
13391,1000011,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,30.0
13391,1000009,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,Is this application aligned with the company's future technology direction?,Yes
13391,1000022,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
13391,1000006,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
13391,1000021,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Low
13391,1000020,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Medium
13391,1000019,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
13391,1000018,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,What is the approximate number of end users for this application?,501 to 2500
13391,1000017,Business Impact,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,Does the application serve internal or external users?,Both
13391,1000015,Software Maintenance Estimate,Open Source #5 - July 2017_archaius,01/31/2018,archaius,complete,What is the average skill level of the development team on this type of application?,1 year
